Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg
01/09/2024;00:00;19,54;57,72;1018,88;18,12;13,11;0,00;5,04;4,14;4,71;339,00;338,00
01/09/2024;00:10;19,14;57,67;1018,79;18,37;13,09;0,00;4,60;5,31;3,77;321,00;326,00
01/09/2024;00:20;18,71;59,62;1018,78;18,25;13,09;0,00;2,63;2,28;2,63;337,00;338,00
01/09/2024;00:30;17,95;65,52;1018,72;17,87;13,10;0,00;0,16;0,14;0,14;283,00;282,00
01/09/2024;00:40;18,32;66,51;1018,60;17,37;13,09;0,00;3,40;3,04;3,64;336,00;320,00
01/09/2024;00:50;19,38;58,48;1018,59;17,37;13,09;0,00;2,08;0,83;1,85;15,00;79,00
01/09/2024;01:00;18,55;61,37;1018,49;17,37;13,08;0,00;1,81;1,17;1,05;327,00;257,00
01/09/2024;01:10;19,00;60,81;1018,27;17,00;13,08;0,00;3,23;3,73;2,53;290,00;278,00
01/09/2024;01:20;19,24;58,94;1018,25;17,12;13,07;0,00;2,52;2,97;2,40;259,00;274,00
01/09/2024;01:30;19,77;58,46;1018,12;17,37;13,05;0,00;3,62;4,62;3,93;317,00;316,00
01/09/2024;01:40;19,59;62,43;1017,95;17,87;13,07;0,00;3,23;2,76;3,31;308,00;296,00
01/09/2024;01:50;19,21;60,33;1017,95;18,12;13,05;0,00;2,85;1,73;1,96;262,00;269,00
01/09/2024;02:00;18,44;57,61;1017,84;17,87;13,05;0,00;1,53;1,73;1,55;201,00;222,00
01/09/2024;02:10;18,06;62,50;1017,73;17,62;13,05;0,00;1,31;0,07;0,83;270,00;214,00
01/09/2024;02:20;18,81;59,06;1017,66;17,25;13,04;0,00;1,48;1,38;1,08;308,00;308,00
01/09/2024;02:30;20,19;52,46;1017,60;17,25;13,06;0,00;3,40;3,38;3,53;313,00;309,00
01/09/2024;02:40;20,06;50,63;1017,47;17,75;13,04;0,00;2,90;2,55;2,95;285,00;309,00
01/09/2024;02:50;19,69;48,88;1017,41;18,12;13,05;0,00;4,05;2,97;3,28;289,00;276,00
01/09/2024;03:00;17,60;65,95;1017,39;18,00;13,04;0,00;1,97;0,97;1,78;186,00;169,00
01/09/2024;03:10;17,23;66,76;1017,37;17,37;13,04;0,00;1,70;2,14;1,19;151,00;151,00
01/09/2024;03:20;18,62;61,32;1017,27;17,00;13,04;0,00;2,19;0,21;2,11;179,00;282,00
01/09/2024;03:30;17,88;68,16;1017,42;17,12;13,04;0,00;2,14;1,66;1,11;202,00;242,00
01/09/2024;03:40;18,47;62,20;1017,25;16,87;13,03;0,00;2,79;0,97;1,64;318,00;292,00
01/09/2024;03:50;16,72;75,22;1017,41;16,62;13,01;0,00;1,53;0,21;0,73;317,00;244,00
01/09/2024;04:00;16,84;70,69;1017,46;16,25;13,02;0,00;2,19;1,10;1,21;171,00;175,00
01/09/2024;04:10;16,39;72,35;1017,62;16,12;13,01;0,00;1,42;0,55;1,21;129,00;138,00
01/09/2024;04:20;16,47;73,25;1017,76;15,88;13,02;0,00;1,15;0,69;0,44;34,00;184,00
01/09/2024;04:30;16,27;75,68;1017,86;15,63;13,00;0,00;1,31;0,14;0,68;130,00;138,00
01/09/2024;04:40;16,39;78,38;1017,89;15,25;12,98;0,00;1,31;0,48;1,07;263,00;280,00
01/09/2024;04:50;15,96;87,48;1017,98;15,13;13,00;0,00;1,92;2,35;2,19;181,00;161,00
01/09/2024;05:00;16,01;85,46;1018,13;15,25;12,97;0,00;1,37;0,48;1,22;156,00;157,00
01/09/2024;05:10;15,94;85,43;1018,22;15,13;12,97;0,00;1,92;1,73;1,69;172,00;172,00
01/09/2024;05:20;15,95;87,46;1018,28;15,13;12,96;0,00;0,99;1,10;0,47;233,00;201,00
01/09/2024;05:30;15,90;87,80;1018,43;15,00;12,96;0,00;1,75;0,62;1,51;202,00;206,00
01/09/2024;05:40;15,85;89,42;1018,56;15,00;12,95;0,00;1,53;1,93;1,31;216,00;204,00
01/09/2024;05:50;15,52;91,62;1018,77;15,13;12,93;0,00;2,19;1,93;1,85;185,00;185,00
01/09/2024;06:00;15,57;89,71;1018,91;15,13;12,93;0,00;0,71;0,41;0,58;155,00;154,00
01/09/2024;06:10;15,71;89,68;1019,13;14,87;12,93;0,00;1,53;1,93;1,49;227,00;219,00
01/09/2024;06:20;15,94;88,82;1019,14;14,87;12,92;0,00;1,81;1,45;1,03;274,00;273,00
01/09/2024;06:30;15,68;91,56;1019,25;15,00;12,93;0,00;1,70;1,66;1,53;254,00;249,00
01/09/2024;06:40;16,60;86,62;1019,35;16,37;12,99;27,73;0,71;0,76;0,45;21,00;142,00
01/09/2024;06:50;17,09;84,37;1019,39;18,87;13,01;60,80;0,88;0,55;0,60;297,00;320,00
01/09/2024;07:00;16,75;85,61;1019,57;21,50;13,05;91,97;1,10;0,35;0,18;242,00;243,00
01/09/2024;07:10;16,60;87,34;1019,85;23,38;13,17;127,77;1,26;1,10;1,37;191,00;196,00
01/09/2024;07:20;16,63;87,21;1019,85;24,87;13,33;162,20;1,59;1,59;1,47;203,00;196,00
01/09/2024;07:30;17,63;83,62;1019,85;26,25;13,48;199,87;0,88;0,14;0,47;218,00;238,00
01/09/2024;07:40;17,75;82,17;1019,90;27,87;13,56;235,20;1,81;0,00;0,39;209,00;199,00
01/09/2024;07:50;17,68;81,72;1019,99;29,00;13,55;269,20;0,99;0,97;1,04;140,00;147,00
01/09/2024;08:00;18,12;72,79;1020,11;28,00;13,62;231,53;3,51;4,42;3,45;142,00;132,00
01/09/2024;08:10;17,97;68,90;1020,33;26,75;13,63;339,80;2,85;3,04;3,03;142,00;145,00
01/09/2024;08:20;18,86;65,91;1020,37;27,50;13,65;372,50;2,47;2,48;2,00;149,00;166,00
01/09/2024;08:30;18,73;64,25;1020,61;28,00;13,76;408,17;2,79;2,76;2,86;160,00;161,00
01/09/2024;08:40;20,23;58,76;1020,61;28,75;13,78;440,80;1,37;0,00;0,94;175,00;163,00
01/09/2024;08:50;23,17;50,49;1020,72;30,75;13,85;471,13;2,19;0,07;0,66;24,00;237,00
01/09/2024;09:00;21,86;52,90;1020,77;32,00;13,89;502,70;1,75;1,66;1,32;187,00;160,00
01/09/2024;09:10;22,57;50,26;1020,74;32,00;13,85;533,47;0,99;0,83;0,15;294,00;173,00
01/09/2024;09:20;23,02;46,41;1020,82;33,13;13,87;562,90;1,75;0,97;1,31;306,00;324,00
01/09/2024;09:30;23,37;47,30;1020,82;33,50;13,87;588,20;3,01;0,83;2,20;333,00;312,00
01/09/2024;09:40;22,86;48,08;1020,74;33,38;13,87;614,13;3,29;3,66;3,35;321,00;304,00
01/09/2024;09:50;22,61;46,13;1020,77;32,88;13,87;640,33;3,73;3,80;4,22;302,00;297,00
01/09/2024;10:00;23,63;43,02;1020,77;32,38;13,90;662,13;3,94;3,66;3,80;281,00;284,00
01/09/2024;10:10;24,19;39,77;1020,67;32,25;13,90;683,30;4,33;3,59;3,14;311,00;307,00
01/09/2024;10:20;24,02;39,91;1020,59;32,75;13,90;702,50;3,56;3,80;3,59;304,00;317,00
01/09/2024;10:30;25,90;35,86;1020,47;33,13;13,90;720,97;3,62;2,76;3,78;352,00;319,00
01/09/2024;10:40;25,18;36,60;1020,25;33,38;13,90;737,67;3,12;1,17;2,32;348,00;209,00
01/09/2024;10:50;25,63;35,48;1020,18;33,75;13,92;755,40;3,78;2,90;2,95;357,00;203,00
01/09/2024;11:00;26,60;32,93;1019,93;33,88;13,92;768,57;3,51;2,69;2,90;359,00;178,00
01/09/2024;11:10;26,29;31,39;1019,61;33,75;13,92;782,60;3,23;3,45;2,92;0,00;290,00
01/09/2024;11:20;27,01;28,26;1019,61;33,63;13,90;794,70;4,22;3,11;3,89;348,00;331,00
01/09/2024;11:30;28,09;27,15;1019,44;33,75;13,92;801,43;4,00;3,66;3,33;322,00;296,00
01/09/2024;11:40;29,56;25,88;1019,16;34,00;13,92;810,90;3,23;3,24;2,84;342,00;303,00
01/09/2024;11:50;27,67;27,13;1018,98;33,88;13,94;814,57;4,11;4,07;4,06;20,00;235,00
01/09/2024;12:00;29,11;27,24;1018,83;33,38;13,92;817,83;3,45;3,45;3,13;329,00;301,00
01/09/2024;12:10;29,62;24,47;1018,70;33,25;13,92;819,30;3,67;2,83;2,99;334,00;323,00
01/09/2024;12:20;29,35;23,08;1018,54;33,63;13,93;807,87;2,85;2,97;2,53;289,00;292,00
01/09/2024;12:30;29,86;22,28;1018,43;34,13;13,93;812,27;5,04;6,07;2,20;242,00;247,00
01/09/2024;12:40;28,43;22,34;1018,14;34,00;13,92;805,53;8,11;6,42;7,81;201,00;212,00
01/09/2024;12:50;28,80;20,82;1017,96;33,38;13,92;796,80;4,49;6,07;4,52;312,00;249,00
01/09/2024;13:00;29,07;20,04;1017,87;33,25;13,92;788,67;4,33;3,11;3,68;225,00;218,00
01/09/2024;13:10;29,06;21,19;1017,66;33,50;13,92;776,50;6,74;7,52;7,26;215,00;213,00
01/09/2024;13:20;29,22;20,61;1017,38;33,38;13,94;761,37;6,08;6,63;4,59;146,00;168,00
01/09/2024;13:30;29,03;20,62;1017,25;33,13;13,93;748,30;6,41;4,07;5,88;173,00;168,00
01/09/2024;13:40;29,39;20,44;1017,01;33,38;13,94;727,93;5,97;4,21;5,02;185,00;179,00
01/09/2024;13:50;29,52;20,20;1016,92;34,00;13,94;709,47;5,75;5,25;5,00;174,00;165,00
01/09/2024;14:00;29,79;18,83;1016,70;33,75;13,94;687,43;5,26;4,42;4,93;127,00;141,00
01/09/2024;14:10;30,10;19,22;1016,44;33,50;13,94;669,53;3,07;3,04;1,55;175,00;179,00
01/09/2024;14:20;29,68;22,26;1016,30;33,75;13,94;647,67;5,70;7,11;5,44;156,00;163,00
01/09/2024;14:30;32,09;18,54;1016,28;33,88;13,93;626,33;2,68;0,90;1,83;186,00;247,00
01/09/2024;14:40;31,45;16,73;1016,09;34,63;13,93;595,73;4,60;4,69;3,81;130,00;118,00
01/09/2024;14:50;31,10;17,01;1015,97;34,38;13,92;574,43;3,18;3,11;3,23;256,00;276,00
01/09/2024;15:00;30,74;17,08;1015,94;34,63;13,93;540,77;4,33;3,11;3,74;217,00;227,00
01/09/2024;15:10;30,67;19,48;1015,92;35,00;13,92;503,40;3,73;3,59;3,63;300,00;327,00
01/09/2024;15:20;29,58;19,17;1015,77;34,75;13,92;479,40;3,67;4,35;3,42;358,00;313,00
01/09/2024;15:30;30,56;18,81;1015,74;34,38;13,95;445,23;1,81;2,14;1,47;29,00;208,00
01/09/2024;15:40;31,51;15,88;1015,68;34,38;13,93;408,67;4,60;2,21;3,79;159,00;135,00
01/09/2024;15:50;32,13;18,03;1015,54;34,25;13,92;372,93;1,97;0,62;1,11;283,00;204,00
01/09/2024;16:00;30,14;19,49;1015,65;34,13;13,92;334,87;4,16;3,59;4,41;329,00;323,00
01/09/2024;16:10;30,25;19,48;1015,62;33,63;13,92;296,27;2,36;2,00;2,24;321,00;332,00
01/09/2024;16:20;29,67;21,96;1015,61;33,63;13,93;262,67;3,07;3,87;3,36;310,00;306,00
01/09/2024;16:30;29,54;22,31;1015,68;33,00;13,92;215,10;4,38;5,45;5,02;328,00;325,00
01/09/2024;16:40;29,29;22,85;1015,73;32,50;13,92;179,80;6,41;8,08;6,42;309,00;311,00
01/09/2024;16:50;29,00;23,69;1015,64;32,00;13,93;151,07;5,42;6,28;5,92;329,00;328,00
01/09/2024;17:00;28,83;25,11;1015,79;31,50;13,92;111,80;5,75;6,14;6,53;323,00;323,00
01/09/2024;17:10;28,98;24,17;1015,76;31,00;13,90;81,03;5,53;6,07;6,30;336,00;333,00
01/09/2024;17:20;28,06;27,19;1015,75;30,62;13,91;45,63;6,52;8,01;7,40;327,00;325,00
01/09/2024;17:30;28,75;23,12;1015,63;29,87;13,52;9,67;6,35;7,32;7,31;336,00;335,00
01/09/2024;17:40;27,75;30,55;1015,77;29,50;13,33;0,00;5,75;4,35;5,43;1,00;331,00
01/09/2024;17:50;27,40;28,94;1015,72;28,75;13,23;0,00;6,03;6,14;6,81;349,00;341,00
01/09/2024;18:00;26,05;38,52;1015,77;28,00;13,23;0,00;6,90;8,15;7,25;337,00;339,00
01/09/2024;18:10;25,55;39,96;1015,92;27,25;13,22;0,00;7,01;4,56;5,56;359,00;229,00
01/09/2024;18:20;25,09;45,79;1015,84;26,50;13,21;0,00;6,08;6,35;6,91;338,00;338,00
01/09/2024;18:30;24,91;44,89;1016,00;25,75;13,22;0,00;5,75;5,80;5,73;350,00;319,00
01/09/2024;18:40;25,77;34,13;1015,89;25,50;13,20;0,00;6,46;7,66;7,23;341,00;342,00
01/09/2024;18:50;25,66;35,62;1016,05;25,50;13,20;0,00;7,34;7,25;7,54;344,00;333,00
01/09/2024;19:00;24,97;34,80;1016,15;25,37;13,18;0,00;4,99;4,76;4,88;181,00;335,00
01/09/2024;19:10;24,83;40,60;1016,10;25,37;13,19;0,00;6,19;5,04;5,72;341,00;338,00
01/09/2024;19:20;24,31;46,90;1016,27;25,00;13,19;0,00;4,55;5,45;4,79;340,00;339,00
01/09/2024;19:30;23,96;44,46;1016,32;24,50;13,18;0,00;5,15;3,87;5,17;335,00;326,00
01/09/2024;19:40;23,57;45,51;1016,48;24,00;13,19;0,00;3,62;2,42;2,74;13,00;232,00
01/09/2024;19:50;24,62;32,97;1016,41;23,75;13,18;0,00;4,38;4,62;2,73;325,00;322,00
01/09/2024;20:00;25,92;28,86;1016,42;23,87;13,18;0,00;4,60;5,11;4,69;341,00;315,00
01/09/2024;20:10;24,95;31,06;1016,51;24,25;13,18;0,00;4,55;4,76;4,13;331,00;335,00
01/09/2024;20:20;24,76;34,31;1016,52;24,12;13,18;0,00;5,64;6,35;5,98;343,00;336,00
01/09/2024;20:30;25,21;31,12;1016,71;24,25;13,18;0,00;5,64;6,63;5,46;334,00;346,00
01/09/2024;20:40;21,46;66,65;1016,98;23,87;13,18;0,00;4,71;5,66;5,17;155,00;154,00
01/09/2024;20:50;22,01;59,00;1017,14;22,87;13,18;0,00;4,38;4,90;5,04;141,00;142,00
01/09/2024;21:00;21,37;60,98;1017,28;22,50;13,18;0,00;3,83;4,14;4,13;158,00;153,00
01/09/2024;21:10;21,14;61,71;1017,30;22,00;13,18;0,00;3,40;3,24;3,54;141,00;137,00
01/09/2024;21:20;20,81;64,36;1017,42;21,62;13,17;0,00;2,63;3,11;2,74;150,00;147,00
01/09/2024;21:30;20,57;68,21;1017,39;21,25;13,17;0,00;3,23;3,80;3,60;140,00;140,00
01/09/2024;21:40;20,62;68,18;1017,41;21,00;13,16;0,00;5,04;4,97;5,12;153,00;156,00
01/09/2024;21:50;20,37;69,01;1017,49;20,88;13,17;0,00;3,01;3,04;2,84;168,00;164,00
01/09/2024;22:00;20,32;64,30;1017,50;20,62;13,15;0,00;3,78;4,42;4,41;135,00;137,00
01/09/2024;22:10;20,18;64,94;1017,65;20,50;13,16;0,00;3,23;3,04;3,49;135,00;136,00
01/09/2024;22:20;20,23;50,36;1017,51;20,25;13,14;0,00;1,53;0,48;0,78;147,00;147,00
01/09/2024;22:30;20,03;65,91;1017,55;19,87;13,14;0,00;0,22;0,07;0,07;136,00;136,00
01/09/2024;22:40;21,45;47,11;1017,49;19,25;13,13;0,00;0,60;0,07;0,35;351,00;351,00
01/09/2024;22:50;21,59;46,64;1017,53;19,00;13,13;0,00;0,77;0,83;0,46;209,00;207,00
01/09/2024;23:00;20,85;50,57;1017,48;19,12;13,13;0,00;0,77;0,07;0,30;118,00;109,00
01/09/2024;23:10;19,73;69,07;1017,55;19,25;13,14;0,00;2,30;2,14;2,47;141,00;145,00
01/09/2024;23:20;19,75;64,29;1017,40;19,25;13,13;0,00;1,75;1,04;1,73;130,00;131,00
01/09/2024;23:30;19,76;58,96;1017,37;19,12;13,12;0,00;0,16;0,07;0,10;160,00;160,00
01/09/2024;23:40;19,24;70,90;1017,13;18,75;13,13;0,00;1,26;1,38;1,18;205,00;208,00
01/09/2024;23:50;19,03;72,83;1017,14;18,50;13,11;0,00;2,08;2,42;2,34;161,00;166,00
02/09/2024;00:00;18,77;72,21;1016,96;18,62;13,12;0,00;1,37;1,52;1,41;174,00;193,00
02/09/2024;00:10;18,27;74,45;1017,09;18,50;13,10;0,00;2,79;1,10;2,09;229,00;239,00
02/09/2024;00:20;18,10;74,73;1016,77;18,37;13,10;0,00;1,97;2,21;1,91;216,00;217,00
02/09/2024;00:30;18,46;70,84;1016,55;18,12;13,08;0,00;2,19;2,14;2,39;178,00;192,00
02/09/2024;00:40;18,32;74,65;1016,54;18,12;13,07;0,00;2,36;2,14;2,22;204,00;196,00
02/09/2024;00:50;18,10;75,73;1016,41;17,87;13,09;0,00;2,14;1,73;2,11;257,00;262,00
02/09/2024;01:00;18,12;76,31;1016,20;17,62;13,07;0,00;2,19;2,07;2,13;286,00;263,00
02/09/2024;01:10;18,03;76,96;1016,16;17,37;13,07;0,00;1,53;1,38;1,24;187,00;183,00
02/09/2024;01:20;17,76;77,54;1016,06;17,50;13,06;0,00;2,36;2,69;2,46;165,00;170,00
02/09/2024;01:30;17,72;79,28;1015,86;17,37;13,07;0,00;2,08;1,52;2,23;152,00;160,00
02/09/2024;01:40;17,69;79,89;1015,71;17,25;13,04;0,00;2,36;2,28;2,46;276,00;271,00
02/09/2024;01:50;17,56;78,90;1015,58;17,00;13,05;0,00;2,08;0,07;1,48;219,00;237,00
02/09/2024;02:00;17,48;81,83;1015,55;16,87;13,05;0,00;1,04;0,90;0,81;169,00;163,00
02/09/2024;02:10;17,50;82,43;1015,55;16,75;13,04;0,00;1,75;1,66;1,66;221,00;215,00
02/09/2024;02:20;17,09;85,15;1015,29;16,62;13,03;0,00;1,86;1,93;1,99;258,00;262,00
02/09/2024;02:30;16,90;83,10;1015,08;16,50;13,03;0,00;2,19;1,86;2,26;313,00;315,00
02/09/2024;02:40;17,41;79,00;1014,94;16,25;13,04;0,00;2,14;2,21;1,15;130,00;209,00
02/09/2024;02:50;16,87;76,19;1014,87;16,37;13,04;0,00;3,51;3,66;3,89;129,00;120,00
02/09/2024;03:00;17,53;73,39;1014,70;16,37;13,03;0,00;1,70;1,38;1,50;356,00;347,00
02/09/2024;03:10;17,25;75,98;1014,63;16,12;13,03;0,00;1,10;0,07;0,59;228,00;253,00
02/09/2024;03:20;17,19;79,82;1014,45;15,88;13,03;0,00;1,64;1,93;1,62;165,00;171,00
02/09/2024;03:30;17,11;82,77;1014,34;15,88;13,01;0,00;1,97;0,97;1,68;180,00;183,00
02/09/2024;03:40;16,91;83,67;1014,33;16,00;12,98;0,00;2,41;1,79;1,67;259,00;267,00
02/09/2024;03:50;16,93;83,33;1014,30;15,88;13,00;0,00;1,31;0,83;0,84;204,00;205,00
02/09/2024;04:00;16,32;86,10;1014,49;15,75;12,99;0,00;2,19;1,73;1,83;196,00;184,00
02/09/2024;04:10;16,32;86,31;1014,49;15,75;12,98;0,00;2,03;2,28;2,36;240,00;238,00
02/09/2024;04:20;16,23;87,24;1014,64;15,63;12,99;0,00;2,36;2,69;2,54;238,00;236,00
02/09/2024;04:30;16,12;86,75;1014,71;15,50;12,97;0,00;2,41;2,14;2,56;305,00;292,00
02/09/2024;04:40;16,58;76,55;1014,78;15,25;12,97;0,00;1,59;1,31;1,69;313,00;307,00
02/09/2024;04:50;16,47;72,36;1014,82;15,00;12,96;0,00;0,77;0,14;0,30;276,00;276,00
02/09/2024;05:00;16,22;73,73;1014,78;14,75;12,93;0,00;0,55;0,07;0,26;330,00;329,00
02/09/2024;05:10;15,81;77,35;1014,79;14,38;12,95;0,00;0,22;0,07;0,12;357,00;357,00
02/09/2024;05:20;16,52;74,20;1014,90;14,25;12,94;0,00;1,48;1,59;1,52;337,00;338,00
02/09/2024;05:30;16,33;73,61;1014,98;14,38;12,92;0,00;0,22;0,14;0,13;334,00;335,00
02/09/2024;05:40;16,18;83,87;1015,11;14,50;12,93;0,00;1,21;1,45;1,18;182,00;182,00
02/09/2024;05:50;16,06;88,15;1015,27;14,87;12,93;0,00;1,81;1,38;1,92;213,00;209,00
02/09/2024;06:00;15,84;90,17;1015,30;15,00;12,92;0,00;1,75;2,21;1,62;249,00;252,00
02/09/2024;06:10;15,94;89,37;1015,49;15,00;12,92;0,00;0,93;0,14;0,39;201,00;201,00
02/09/2024;06:20;16,04;88,49;1015,49;15,00;12,90;0,00;1,15;0,90;1,06;299,00;310,00
02/09/2024;06:30;16,21;82,80;1015,47;14,87;12,90;0,00;1,15;0,55;0,98;319,00;319,00
02/09/2024;06:40;16,95;80,70;1015,58;16,00;12,92;16,40;1,75;1,24;1,41;338,00;329,00
02/09/2024;06:50;17,23;79,29;1015,70;17,75;12,96;47,10;0,99;0,14;0,53;326,00;329,00
02/09/2024;07:00;17,26;79,32;1015,81;20,12;13,03;75,90;1,59;0,76;1,08;271,00;293,00
02/09/2024;07:10;17,43;80,16;1015,83;21,75;13,10;108,40;1,81;1,73;1,71;312,00;325,00
02/09/2024;07:20;17,08;85,34;1015,88;22,87;13,22;139,60;2,52;1,86;2,17;247,00;286,00
02/09/2024;07:30;16,87;85,18;1016,17;23,87;13,40;173,43;1,31;0,90;0,81;188,00;197,00
02/09/2024;07:40;18,84;77,58;1016,17;25,50;13,51;213,50;0,71;0,07;0,23;85,00;207,00
02/09/2024;07:50;19,79;73,74;1016,31;27,00;13,56;247,40;1,70;1,79;1,42;349,00;308,00
02/09/2024;08:00;19,71;69,15;1016,32;27,75;13,58;265,83;1,53;0,97;0,83;320,00;292,00
02/09/2024;08:10;18,53;77,05;1016,43;28,62;13,62;316,97;1,31;1,24;1,09;169,00;162,00
02/09/2024;08:20;20,83;65,84;1016,34;29,25;13,65;355,20;1,81;1,17;0,73;356,00;215,00
02/09/2024;08:30;21,06;65,67;1016,47;29,87;13,69;392,10;1,97;1,59;1,68;323,00;325,00
02/09/2024;08:40;21,28;64,24;1016,42;30,12;13,76;427,30;2,57;2,83;2,17;336,00;333,00
02/09/2024;08:50;20,64;62,87;1016,44;30,25;13,80;455,90;2,79;3,04;2,51;322,00;321,00
02/09/2024;09:00;21,22;60,01;1016,51;30,50;13,86;483,93;2,85;2,35;2,65;302,00;317,00
02/09/2024;09:10;21,42;57,60;1016,52;30,88;13,87;511,17;3,73;3,45;3,54;342,00;335,00
02/09/2024;09:20;22,36;56,95;1016,44;31,00;13,86;542,87;3,45;2,69;3,25;302,00;327,00
02/09/2024;09:30;23,11;48,68;1016,69;31,25;13,87;564,23;3,07;3,18;3,31;329,00;318,00
02/09/2024;09:40;23,40;49,40;1016,64;31,75;13,89;582,53;3,18;2,90;3,22;320,00;319,00
02/09/2024;09:50;23,54;45,92;1016,60;32,38;13,89;608,57;2,85;2,21;2,80;322,00;311,00
02/09/2024;10:00;24,33;42,16;1016,65;32,88;13,86;627,83;2,96;2,76;2,87;310,00;314,00
02/09/2024;10:10;24,76;41,90;1016,61;32,88;13,89;651,43;2,96;2,35;2,92;314,00;299,00
02/09/2024;10:20;24,27;47,10;1016,44;33,13;13,90;674,63;2,85;3,31;3,02;320,00;310,00
02/09/2024;10:30;25,12;40,52;1016,43;33,25;13,89;699,83;4,05;4,56;3,39;332,00;316,00
02/09/2024;10:40;26,29;37,08;1016,41;33,38;13,90;717,33;3,94;4,00;2,82;338,00;328,00
02/09/2024;10:50;26,14;37,67;1016,52;33,63;13,92;729,93;3,94;2,69;3,94;324,00;325,00
02/09/2024;11:00;26,23;41,64;1016,39;33,50;13,92;746,70;4,05;4,42;4,00;336,00;319,00
02/09/2024;11:10;27,37;38,12;1016,22;33,50;13,90;759,13;3,73;4,35;3,78;346,00;342,00
02/09/2024;11:20;27,52;33,76;1016,07;33,63;13,92;774,07;2,41;1,93;2,43;9,00;111,00
02/09/2024;11:30;27,32;32,89;1015,87;34,00;13,90;779,63;3,23;3,31;3,27;336,00;327,00
02/09/2024;11:40;29,20;31,75;1015,83;34,13;13,91;783,53;3,18;3,87;2,91;312,00;324,00
02/09/2024;11:50;29,97;30,16;1015,61;34,38;13,92;783,50;1,75;2,07;1,42;307,00;249,00
02/09/2024;12:00;29,41;28,85;1015,37;34,50;13,91;794,23;3,18;1,52;2,24;309,00;297,00
02/09/2024;12:10;29,52;32,02;1015,22;34,75;13,91;782,20;2,52;1,24;1,88;313,00;317,00
02/09/2024;12:20;30,20;22,87;1015,11;35,13;13,92;755,00;3,29;2,76;2,92;224,00;217,00
02/09/2024;12:30;31,28;20,10;1014,80;35,13;13,92;780,33;4,16;4,21;3,54;159,00;144,00
02/09/2024;12:40;31,18;19,33;1014,70;35,00;13,92;761,77;4,77;1,93;3,14;42,00;125,00
02/09/2024;12:50;30,89;20,62;1014,47;35,13;13,92;740,33;5,97;7,39;4,93;171,00;161,00
02/09/2024;13:00;30,92;20,95;1014,31;34,75;13,92;723,43;4,82;4,97;4,60;205,00;220,00
02/09/2024;13:10;30,84;19,37;1014,09;35,00;13,93;742,93;4,99;6,63;4,41;152,00;150,00
02/09/2024;13:20;30,65;21,21;1013,73;34,88;13,93;730,40;6,19;6,14;6,87;170,00;169,00
02/09/2024;13:30;30,17;22,75;1013,44;34,50;13,93;696,27;6,85;6,90;6,71;179,00;180,00
02/09/2024;13:40;31,65;16,40;1013,18;34,13;13,93;678,33;10,08;10,84;11,36;172,00;165,00
02/09/2024;13:50;31,40;16,90;1013,06;34,25;13,92;639,63;6,68;8,08;6,90;160,00;167,00
02/09/2024;14:00;32,56;16,69;1012,86;34,38;13,92;644,00;7,51;6,07;7,28;168,00;176,00
02/09/2024;14:10;31,12;23,14;1012,68;34,50;13,94;604,83;8,16;9,87;8,93;172,00;168,00
02/09/2024;14:20;31,88;19,79;1012,53;34,13;13,93;582,27;8,98;9,11;9,39;161,00;165,00
02/09/2024;14:30;31,37;17,45;1012,39;34,13;13,94;567,10;7,72;9,11;8,30;157,00;162,00
02/09/2024;14:40;31,91;17,90;1012,34;34,13;13,91;478,57;8,87;9,39;9,38;161,00;164,00
02/09/2024;14:50;32,09;19,49;1012,32;34,13;13,94;447,17;7,01;5,59;6,56;158,00;164,00
02/09/2024;15:00;31,49;17,52;1012,11;34,25;13,92;472,93;7,51;8,35;8,15;164,00;161,00
02/09/2024;15:10;31,71;16,51;1012,05;34,00;13,94;452,93;11,23;9,18;10,64;163,00;157,00
02/09/2024;15:20;31,96;17,89;1012,07;34,00;13,93;395,13;6,46;5,52;6,47;174,00;186,00
02/09/2024;15:30;32,02;16,82;1011,81;34,25;13,92;395,73;9,53;10,98;8,91;186,00;205,00
02/09/2024;15:40;32,17;17,28;1012,01;34,25;13,93;373,83;6,85;5,94;7,23;179,00;194,00
02/09/2024;15:50;32,07;17,24;1011,90;34,13;13,92;319,40;7,40;8,63;7,31;204,00;202,00
02/09/2024;16:00;31,92;19,02;1011,82;34,00;13,93;257,03;7,18;6,01;7,12;229,00;194,00
02/09/2024;16:10;32,03;16,44;1011,72;34,00;13,93;245,13;6,14;6,63;5,53;203,00;201,00
02/09/2024;16:20;31,77;16,56;1011,69;34,00;13,92;187,90;7,51;7,45;7,83;226,00;222,00
02/09/2024;16:30;31,78;16,73;1011,75;33,63;13,92;134,60;8,38;6,97;7,92;213,00;214,00
02/09/2024;16:40;31,66;17,17;1011,76;33,38;13,92;92,07;6,41;7,59;6,80;216,00;216,00
02/09/2024;16:50;31,63;17,51;1011,82;33,13;13,92;89,13;5,42;5,73;5,83;214,00;213,00
02/09/2024;17:00;31,47;16,99;1011,78;32,75;13,77;54,13;5,26;6,35;5,92;211,00;213,00
02/09/2024;17:10;31,38;17,17;1011,81;32,50;13,60;39,47;4,38;4,14;4,98;221,00;222,00
